Distance,A_M1_C_B1_Y,A_M1_C_B1_Z,A_M1_B1_W1_Y_L,A_M1_B1_BC_Y_L,A_M1_B1_W2_Y_L,A_M1_B1_W1_Y_R,A_M1_B1_BC_Y_R,A_M1_B1_W2_Y_R,A_M1_B1_W1_Z_L,A_M1_B1_BC_Z_L,A_M1_B1_W2_Z_L,A_M1_B1_W1_Z_R,A_M1_B1_BC_Z_R,A_M1_B1_W2_Z_R,A__B1_W1_Y_A_axle_L,A__B1_W2_Y_A_axle_L,A__B1_W1_Y_A_axle_R,A__B1_W2_Y_A_axle_R,A__B1_W1_Z_A_axle_L,A__B1_W2_Z_A_axle_L,A__B1_W1_Z_A_axle_R,A__B1_W2_Z_A_axle_R,V_M1_B1_W1_L,V_M1_B1_W1_R,QL_M1_B1_W1,QR_M1_B1_W1,V_M1_B1_W2_L,V_M1_B1_W2_R,QL_M1_B1_W2,QR_M1_B1_W2,YL_M1_B1_W1,YR_M1_B1_W1,YL_M1_B1_W2,YR_M1_B1_W2
143.0,0.2041,-0.0071092,-5.306,-1.303,2.7,-5.302,-1.299,2.704,0.9682,1.989,3.011,-2.086,-1.065,-0.043748,2.837,-2.042,2.847,-2.035,-7.272,10.62,9.321,0.8845,-14.31,14.11,-0.215,0.2072,22.94,-7.728,0.3447,-0.1135,0.019473,-0.018654,-0.0037275,0.0080918
143.25,0.2061,0.0067443,-5.035,-1.443,2.149,-5.032,-1.44,2.152,-3.419,-0.1729,3.073,-6.123,-2.877,0.3689,3.311,-2.421,3.322,-2.411,-14.45,10.55,3.337,-3.396,-23.51,3.187,-0.3533,0.046812,21.14,-9.777,0.3176,-0.1436,0.020307,-0.018913,-0.014062,0.015514
143.5,0.2001,0.014195,-3.141,-1.076,0.9891,-3.142,-1.076,0.9888,-7.046,-2.867,1.311,-7.321,-3.142,1.036,3.181,-2.847,3.184,-2.837,-14.38,11.38,-3.484,-7.107,-25.45,-5.642,-0.3825,-0.082875,17.63,-10.24,0.2649,-0.1504,0.018442,-0.015603,-0.02528,0.024891
143.75,0.1885,0.012973,-0.9818,-0.8397,-0.6976,-0.9839,-0.8418,-0.6997,-8.064,-4.293,-0.5222,-6.933,-3.162,0.6091,2.323,-3.036,2.319,-3.035,-13.1,12.34,-11.29,-5.974,-23.9,-13.82,-0.3591,-0.203,14.89,-7.958,0.2238,-0.1169,0.011804,-0.0075665,-0.033862,0.033359
144.0,0.1742,0.0037861,0.2307,-1.176,-2.584,0.2294,-1.178,-2.585,-6.093,-3.195,-0.2978,-6.613,-3.716,-0.818,1.049,-3.106,1.043,-3.12,-9.597,10.22,-11.82,-1.091,-16.91,-15.62,-0.2541,-0.2294,12.66,-4.728,0.1902,-0.069441,0.0024623,0.002187,-0.041864,0.041933
144.25,0.1586,-0.0098308,0.3651,-1.802,-3.968,0.3656,-1.801,-3.968,-2.673,-0.3938,1.885,-6.294,-4.014,-1.735,-0.2191,-2.534,-0.2246,-2.555,-10.93,3.16,-15.63,13.52,-13.1,-20.34,-0.1968,-0.2988,9.452,6.168,0.142,0.090578,-0.0069512,0.010987,-0.041777,0.046695
144.5,0.1419,-0.02258,0.377,-1.805,-3.987,0.3774,-1.805,-3.987,-1.833,1.342,4.516,-5.365,-2.191,0.9835,-1.277,-1.278,-1.28,-1.286,-5.041,0.7703,-11.73,22.27,-4.133,-17.74,-0.062108,-0.2605,8.171,17.62,0.1228,0.2588,-0.015948,0.018917,-0.032508,0.041135
144.75,0.1249,-0.028271,0.8173,-0.9859,-2.789,0.8161,-0.9872,-2.79,-3.542,1.32,6.183,-2.809,2.054,6.917,-2.008,-0.4248,-2.009,-0.4244,5.894,-0.6487,-2.9,13.82,7.759,-9.588,0.1166,-0.1408,3.646,19.4,0.054775,0.2849,-0.02489,0.02645,-0.026057,0.034942
145.0,0.1086,-0.021084,1.325,-0.1203,-1.566,1.323,-0.1224,-1.568,-3.899,0.7871,5.473,1.341,6.026,10.71,-2.444,0.0717,-2.442,0.0737,10.96,-1.34,2.632,6.371,14.9,-3.063,0.2239,-0.044984,-1.523,19.9,-0.022876,0.2923,-0.031685,0.032265,-0.023825,0.032734
145.25,0.094102,0.00036866,1.408,0.089992,-1.228,1.406,0.088264,-1.23,-1.214,0.6143,2.443,5.219,7.047,8.875,-2.539,0.3866,-2.538,0.3913,6.185,-3.887,3.116,5.241,14.22,-0.5834,0.2136,-0.0085693,-7.225,18.22,-0.1086,0.2676,-0.031572,0.033026,-0.022374,0.030525
145.5,0.080817,0.030577,1.039,-0.2877,-1.614,1.038,-0.2887,-1.615,2.03,0.032948,-1.964,6.646,4.65,2.653,-2.245,0.8877,-2.245,0.8976,2.443,-7.609,2.341,9.151,12.49,0.8301,0.1877,0.012193,-12.24,14.07,-0.1839,0.2066,-0.026122,0.028859,-0.016689,0.023043
145.75,0.067749,0.058414,0.4484,-0.7269,-1.902,0.4478,-0.7275,-1.903,2.585,-1.698,-5.981,4.962,0.6788,-3.604,-1.955,1.46,-1.955,1.47,-2.627,-12.4,-7.018,7.471,5.128,-6.62,0.07706,-0.09724,-17.57,3.856,-0.264,0.056634,-0.019709,0.023006,-0.0087221,0.013497
146.0,0.054053,0.071875,-0.135,-0.9398,-1.745,-0.1354,-0.9402,-1.745,-1.034,-4.626,-8.218,0.02707,-3.565,-7.158,-1.692,1.866,-1.691,1.866,-1.706,-14.68,-7.189,-1.626,0.3234,-9.097,0.0048595,-0.1336,-21.02,-9.216,-0.3158,-0.1354,-0.016479,0.020208,-0.0027195,0.0056629
146.25,0.03939,0.060949,-0.3932,-0.9157,-1.438,-0.3936,-0.9161,-1.439,-5.982,-7.188,-8.393,-5.367,-6.572,-7.777,-1.144,1.7,-1.146,1.692,-3.198,-11.35,2.865,-12.07,-6.022,-4.455,-0.090486,-0.065438,-18.7,-19.55,-0.2809,-0.2871,-0.010751,0.015731,-0.0014967,0.0047715
146.5,0.023783,0.022498,-0.3745,-0.7037,-1.033,-0.3751,-0.7043,-1.034,-8.186,-7.624,-7.063,-7.351,-6.79,-6.229,-0.2995,1.036,-0.3005,1.029,-4.011,-7.603,4.669,-17.8,-11.01,-2.791,-0.1655,-0.040997,-13.31,-24.39,-0.2,-0.3581,-0.00211,0.0069583,-0.0047258,0.0078008
146.75,0.0071592,-0.035815,-0.397,-0.4989,-0.6008,-0.3977,-0.4996,-0.6015,-5.816,-5.334,-4.851,-4.978,-4.495,-4.013,0.46,0.2526,0.4583,0.25,-2.247,-7.05,8.27,-18.69,-10.2,5.311,-0.1532,0.078013,-8.2,-25.59,-0.1232,-0.3758,0.0052709,-0.0011167,-0.0088732,0.011487
147.0,-0.010631,-0.098204,-0.5304,-0.3317,-0.1329,-0.531,-0.3323,-0.1336,0.1643,-1.588,-3.34,0.7269,-1.025,-2.778,1.061,-0.3752,1.058,-0.375,-3.488,-6.506,4.281,-15.21,-9.396,9.777,-0.1412,0.1436,-3.102,-23.89,-0.046608,-0.3509,0.011529,-0.0083727,-0.011524,0.013791
147.25,-0.029243,-0.1495,-0.701,-0.1749,0.3513,-0.7015,-0.1753,0.3508,5.855,1.403,-3.05,6.059,1.606,-2.846,1.365,-0.7505,1.36,-0.7495,-0.5944,1.753,4.468,-4.364,-3.576,16.49,-0.053741,0.2423,6.683,-15.17,0.1004,-0.2227,0.015892,-0.013472,-0.012496,0.0147
147.5,-0.047513,-0.1825,-0.7908,-0.0014911,0.7878,-0.7911,-0.0017598,0.7876,8.31,3.117,-2.077,8.249,3.055,-2.138,1.543,-1.045,1.537,-1.044,1.541,9.968,7.302,3.345,1.087,20.62,0.01634,0.3029,14.57,-6.546,0.2189,-0.096132,0.019736,-0.01778,-0.012956,0.0153
147.75,-0.063778,-0.1972,-0.7722,0.1501,1.072,-0.7722,0.1501,1.072,7.278,4.028,0.7781,6.889,3.639,0.3895,1.404,-1.336,1.403,-1.335,15.25,10.02,10.21,3.287,13.99,21.27,0.2103,0.3124,14.88,-2.111,0.2236,-0.031006,0.022196,-0.018263,-0.013045,0.015786
148.0,-0.076682,-0.1964,-0.8443,0.063704,0.9718,-0.8434,0.064603,0.9727,5.912,5.073,4.235,4.113,3.274,2.436,1.019,-1.482,1.019,-1.481,16.24,5.296,11.45,0.3864,17.46,16.16,0.2623,0.2374,10.36,0.3843,0.1556,0.0056437,0.018157,-0.012938,-0.011217,0.01492
148.25,-0.08571,-0.1834,-0.8645,-0.082868,0.6987,-0.8625,-0.080904,0.7007,5.612,5.502,5.392,2.269,2.16,2.05,0.6222,-1.49,0.625,-1.49,19.89,-0.5718,14.14,-5.187,24.32,13.09,0.3655,0.1922,2.479,-1.367,0.037238,-0.020082,0.01535,-0.0094834,-0.0084214,0.012685
148.5,-0.090915,-0.1628,-0.7634,-0.1242,0.5149,-0.7609,-0.1217,0.5175,7.18,4.682,2.184,3.028,0.53,-1.968,0.1622,-1.419,0.1682,-1.42,13.75,-4.837,6.323,-7.465,22.34,3.525,0.3357,0.051774,-6.401,-4.536,-0.096168,-0.06662,0.0091767,-0.0047847,-0.0061516,0.010667
148.75,-0.092638,-0.1429,-0.6661,0.0030166,0.6721,-0.6638,0.0053627,0.6745,8.406,2.189,-4.028,4.501,-1.716,-7.933,-0.7531,-1.017,-0.7378,-1.018,9.658,-6.253,-7.358,2.245,19.58,-8.573,0.2943,-0.1259,-12.97,-0.8663,-0.1948,-0.012722,-0.00098086,0.0065808,-0.0018281,0.006437
149.0,-0.091453,-0.1344,-0.6132,0.3252,1.264,-0.6119,0.3265,1.265,6.565,-1.113,-8.791,4.12,-3.558,-11.24,-2.005,-0.074151,-1.991,-0.072688,5.332,-7.464,-13.11,9.025,14.7,-15.46,0.2209,-0.2271,-18.69,2.557,-0.2807,0.037558,-0.013537,0.021042,0.0074784,-0.0040427
149.25,-0.088174,-0.1433,-0.5094,0.7989,2.107,-0.5096,0.7987,2.107,1.575,-3.788,-9.151,1.626,-3.737,-9.1,-2.857,0.7644,-2.853,0.7653,3.517,-5.632,-9.354,9.534,10.11,-15.8,0.1519,-0.2321,-19.13,6.292,-0.2875,0.092399,-0.022052,0.029382,0.015139,-0.013247
149.5,-0.083833,-0.1663,-0.082124,1.199,2.481,-0.083679,1.198,2.479,-3.662,-4.233,-4.804,-1.094,-1.666,-2.237,-3.047,1.386,-3.051,1.383,1.703,-4.821,-4.017,7.097,4.8,-14.12,0.072134,-0.2073,-16.01,11.42,-0.2406,0.1677,-0.024947,0.029081,0.020727,-0.019991
149.75,-0.079595,-0.1907,0.8639,1.334,1.805,0.8615,1.332,1.802,-6.507,-2.545,1.416,-2.315,1.646,5.608,-2.554,1.663,-2.563,1.657,-10.8,-4.096,-4.321,3.71,-9.045,-15.63,-0.1359,-0.2295,-9.802,15.42,-0.1473,0.2264,-0.018044,0.021816,0.023126,-0.022252
150.0,-0.076165,-0.2026,2.083,1.223,0.3634,2.08,1.22,0.3607,-7.57,-0.9692,5.632,-2.671,3.93,10.53,-1.513,1.712,-1.52,1.702,-13.9,-0.8802,-5.28,6.357,-15.64,-13.83,-0.235,-0.2031,-0.6254,19.99,-0.009397,0.2936,-0.0079915,0.012447,0.023673,-0.021998
150.25,-0.073118,-0.1969,2.992,0.8905,-1.211,2.99,0.888,-1.214,-7.33,-0.5123,6.305,-2.739,4.078,10.9,-0.2574,1.575,-0.2614,1.565,-13.31,9.553,-4.055,9.907,-18.85,-8.513,-0.2833,-0.125,12.5,20.72,0.1879,0.3043,0.0027009,0.0026575,0.023109,-0.01887
150.5,-0.06932,-0.1789,2.979,0.2334,-2.512,2.977,0.2318,-2.514,-5.461,0.023277,5.508,-2.944,2.541,8.026,0.9193,0.9483,0.9175,0.9452,-8.968,19.57,-1.426,11.72,-17.33,-1.605,-0.2604,-0.023576,24.29,16.31,0.3649,0.2395,0.013675,-0.0048945,0.013236,-0.0070626
150.75,-0.064142,-0.1565,1.953,-0.706,-3.365,1.954,-0.7056,-3.365,-2.139,1.817,5.773,-3.407,0.5494,4.505,1.799,0.2587,1.798,0.2624,-11.81,22.67,-7.936,12.51,-20.34,-4.101,-0.3057,-0.060235,30.69,10.17,0.461,0.1493,0.020976,-0.0077149,7.0566e-05,0.004057
151.0,-0.058094,-0.1341,0.4742,-1.576,-3.626,0.4771,-1.573,-3.623,-0.034096,3.959,7.952,-5.109,-1.116,2.876,2.313,-0.4923,2.314,-0.4802,-10.41,21.93,-5.045,7.776,-17.63,-1.466,-0.2649,-0.02153,33.24,2.344,0.4994,0.034425,0.024216,-0.0086246,-0.013515,0.012581
151.25,-0.052398,-0.112,-0.8713,-1.936,-3.001,-0.8674,-1.932,-2.997,0.071248,5.079,10.09,-6.636,-1.629,3.379,2.831,-1.402,2.832,-1.38,-9.131,15.34,5.157,-5.713,-14.61,5.849,-0.2196,0.085917,28.38,-9.679,0.4264,-0.1421,0.027918,-0.01206,-0.023389,0.021225
151.5,-0.048136,-0.089834,-1.721,-1.607,-1.494,-1.718,-1.604,-1.491,-0.514,4.065,8.643,-5.716,-1.137,3.442,3.234,-2.521,3.234,-2.497,-3.066,10.17,8.106,-15.13,-9.488,9.793,-0.1426,0.1438,21.83,-18.07,0.3279,-0.2654,0.032316,-0.01565,-0.031587,0.032431
151.75,-0.045866,-0.069018,-2.208,-1.026,0.1568,-2.207,-1.025,0.1579,-0.0054534,1.753,3.512,-2.599,-0.8403,0.9182,3.142,-3.242,3.139,-3.233,0.821,5.246,1.429,-12.99,-6.683,7.468,-0.1004,0.1097,13.55,-19.07,0.2036,-0.28,0.03088,-0.012955,-0.033742,0.040146
152.0,-0.045848,-0.053626,-2.37,-0.645,1.08,-2.37,-0.6447,1.08,1.328,-0.4203,-2.169,0.2879,-1.461,-3.209,2.621,-3.15,2.619,-3.158,1.714,1.96,-2.329,-5.836,-4.257,5.878,-0.063965,0.086344,5.3,-15.88,0.079634,-0.2332,0.025145,-0.0063163,-0.031651,0.037261
152.25,-0.048106,-0.0479,-1.805,-0.4961,0.8124,-1.805,-0.496,0.8125,1.868,-1.63,-5.128,1.143,-2.355,-5.852,2.099,-2.462,2.098,-2.478,-5.432,-7.629,-7.18,-3.062,-7.821,-0.6678,-0.1175,-0.0098095,-7.787,-14.31,-0.117,-0.2102,0.019669,-0.00097727,-0.022481,0.027311
152.5,-0.051846,-0.053615,-0.2627,-0.2103,-0.1579,-0.2633,-0.211,-0.1586,-0.6704,-3.188,-5.706,-0.505,-3.023,-5.541,1.676,-1.273,1.674,-1.287,-6.32,-16.43,-4.075,-5.094,-7.079,-3.205,-0.1064,-0.047071,-20.14,-12.67,-0.3026,-0.1861,0.01795,0.00084428,-0.00833,0.014394
152.75,-0.05482,-0.072237,1.704,0.3277,-1.049,1.702,0.3259,-1.05,-4.6,-5.056,-5.512,-2.429,-2.885,-3.342,1.016,-0.059909,1.019,-0.067575,11.61,-16.56,3.396,-5.379,8.504,-0.5543,0.1278,-0.008142,-24.72,-6.556,-0.3714,-0.096276,0.016413,0.0036425,0.0028552,0.0012821
153.0,-0.053976,-0.1036,2.895,0.6296,-1.636,2.893,0.6275,-1.638,-4.288,-4.261,-4.234,-1.444,-1.417,-1.39,0.099309,1.101,0.1049,1.098,15.38,-13.75,4.507,-2.15,15.18,-1.886,0.2281,-0.027707,-24.66,2.281,-0.3705,0.033505,0.0091074,0.010589,0.015817,-0.011714
153.25,-0.046961,-0.1408,2.859,0.5347,-1.789,2.857,0.5329,-1.791,1.193,-0.3147,-1.822,2.628,1.12,-0.3876,-0.6999,1.996,-0.6948,1.996,20.42,-12.89,10.78,-2.497,27.28,5.002,0.4099,0.073476,-23.89,5.807,-0.359,0.085279,-0.00053055,0.017298,0.027904,-0.022399
153.5,-0.032951,-0.171,1.797,0.238,-1.321,1.796,0.2368,-1.322,9.645,4.718,-0.2096,8.592,3.665,-1.262,-1.426,2.579,-1.422,2.579,14.42,-12.72,6.202,-2.624,29.93,5.224,0.4498,0.076738,-22.07,5.727,-0.3316,0.084112,-0.016451,0.021089,0.038732,-0.029782
153.75,-0.012673,-0.1833,0.291,0.080777,-0.1294,0.2906,0.080424,-0.1298,15.43,7.38,-0.6726,12.56,4.503,-3.55,-1.816,2.945,-1.814,2.947,17.86,-9.453,6.418,6.132,36.41,10.71,0.5471,0.1573,-16.82,10.05,-0.2527,0.1475,-0.026023,0.026144,0.050149,-0.038858
154.0,0.012289,-0.1767,-0.8143,0.3454,1.505,-0.8142,0.3455,1.505,15.49,6.698,-2.098,13.0,4.209,-4.587,-2.162,3.321,-2.167,3.32,17.81,-4.674,5.587,10.94,34.21,12.27,0.514,0.1803,-11.77,12.17,-0.1768,0.1788,-0.031335,0.031082,0.062813,-0.050443
154.25,0.040374,-0.1569,-1.015,0.9122,2.839,-1.015,0.9125,2.84,10.37,3.872,-2.632,10.06,3.557,-2.946,-2.129,3.32,-2.141,3.316,18.16,0.972,10.32,4.434,28.8,14.96,0.4328,0.2197,-7.38,8.137,-0.1109,0.1195,-0.028972,0.031516,0.070241,-0.053773
154.5,0.070257,-0.1311,-0.6199,1.283,3.186,-0.6195,1.283,3.186,4.326,1.356,-1.614,5.524,2.554,-0.4162,-1.656,2.797,-1.67,2.796,11.41,2.428,10.6,-4.146,16.23,11.61,0.2438,0.1705,-5.038,2.58,-0.075688,0.037892,-0.017599,0.023003,0.068913,-0.048914
154.75,0.1004,-0.105,-0.1629,1.258,2.679,-0.1624,1.259,2.679,0.3072,0.035539,-0.2361,1.287,1.016,0.7441,-0.5966,2.114,-0.5995,2.115,-2.04,-2.064,12.45,-9.895,-0.653,9.808,-0.0098121,0.1441,-5.936,-3.455,-0.089179,-0.050734,-0.0021437,0.0080308,0.063067,-0.041427
155.0,0.1292,-0.083377,0.2356,1.248,2.259,0.236,1.248,2.26,-1.678,-1.472,-1.266,-0.7609,-0.5549,-0.3488,0.724,1.481,0.7341,1.483,-10.99,-6.511,4.976,-10.39,-14.24,3.886,-0.214,0.057079,-7.333,-8.257,-0.1102,-0.1213,0.011567,-0.0083446,0.057384,-0.035503
155.25,0.1555,-0.071822,0.2634,1.488,2.712,0.2641,1.488,2.713,-2.874,-3.863,-4.852,-0.8729,-1.862,-2.851,1.465,0.7096,1.483,0.7155,-17.97,4.578,0.5657,-2.403,-24.92,2.296,-0.3744,0.03373,2.657,-5.816,0.039924,-0.085412,0.018591,-0.013976,0.056017,-0.033653
155.5,0.1789,-0.075692,-0.4549,1.773,4.002,-0.4532,1.775,4.004,-3.863,-5.026,-6.19,-0.6553,-1.819,-2.982,1.669,-0.3242,1.681,-0.3143,-16.9,16.68,-2.706,3.41,-27.67,2.468,-0.4158,0.036244,14.63,-2.697,0.2198,-0.039613,0.021865,-0.014441,0.049291,-0.02784
155.75,0.1988,-0.092039,-1.807,1.662,5.131,-1.804,1.664,5.133,-3.814,-2.802,-1.791,-1.347,-0.3358,0.6754,1.302,-1.185,1.305,-1.176,-13.82,19.58,-5.534,7.896,-25.98,1.225,-0.3904,0.017993,23.07,2.595,0.3466,0.038114,0.020804,-0.009788,0.038062,-0.021126
156.0,0.2141,-0.1074,-3.131,1.12,5.372,-3.128,1.123,5.375,-2.719,2.156,7.032,-2.887,1.989,6.865,0.7283,-1.705,0.7269,-1.699,-9.687,18.06,-1.787,9.332,-19.48,2.895,-0.2926,0.042525,29.95,8.89,0.45,0.1306,0.019064,-0.0049087,0.025637,-0.014952
156.25,0.2241,-0.1034,-3.641,0.5344,4.71,-3.64,0.5359,4.712,-1.156,6.911,14.98,-3.761,4.306,12.37,0.3073,-1.896,0.3029,-1.897,-9.882,15.56,-2.13,7.48,-15.14,-0.2393,-0.2275,-0.0035149,33.21,13.74,0.499,0.2018,0.018642,-0.0033921,0.012912,-0.0053988
156.5,0.2291,-0.068099,-2.728,0.2209,3.17,-2.729,0.22,3.169,-0.4591,8.471,17.4,-3.739,5.191,14.12,-0.092522,-1.973,-0.1001,-1.98,-4.812,18.0,-1.423,8.675,-6.938,-1.62,-0.1043,-0.023798,35.21,19.03,0.529,0.2794,0.018642,-0.0042128,-0.0039151,0.0079709
156.75,0.2298,-0.003965,-0.6717,0.099201,0.8701,-0.6749,0.095948,0.8668,-0.6553,6.728,14.11,-3.318,4.065,11.45,-0.7035,-1.887,-0.7103,-1.899,-4.291,17.7,-13.01,11.26,-5.136,-13.16,-0.077175,-0.1932,30.11,20.88,0.4524,0.3067,0.014219,-0.0022712,-0.019872,0.022627
157.0,0.2273,0.073613,1.566,-0.1221,-1.81,1.562,-0.126,-1.814,-2.216,3.052,8.32,-4.489,0.7786,6.046,-1.596,-1.648,-1.598,-1.661,-0.194,14.27,-13.96,13.87,-0.5832,-16.85,-0.0087634,-0.2474,20.27,19.44,0.3045,0.2855,0.0053113,0.0025318,-0.028537,0.032943
157.25,0.2222,0.1442,3.229,-0.4781,-4.185,3.225,-0.4813,-4.188,-4.21,-0.4264,3.357,-6.53,-2.747,1.037,-2.466,-1.253,-2.464,-1.259,-1.721,2.815,-19.06,13.36,-1.577,-25.31,-0.023696,-0.3717,4.354,14.56,0.065417,0.2138,-0.0044546,0.0081611,-0.029429,0.036628
157.5,0.2144,0.1923,3.994,-0.7138,-5.422,3.993,-0.7156,-5.424,-6.544,-3.169,0.2052,-8.123,-4.748,-1.373,-3.149,-0.4633,-3.147,-0.459,-1.192,-9.225,-14.6,8.499,-0.013255,-25.3,-0.00019918,-0.3717,-11.25,8.72,-0.169,0.1281,-0.012658,0.01503,-0.024476,0.031698
157.75,0.2042,0.2122,3.803,-0.623,-5.049,3.802,-0.6232,-5.049,-8.149,-5.09,-2.03,-7.212,-4.153,-1.093,-3.275,0.1475,-3.275,0.1569,-3.319,-17.0,-10.23,0.921,-0.7591,-22.79,-0.011407,-0.3347,-22.51,3.522,-0.3382,0.051724,-0.01573,0.018644,-0.021634,0.030779
158.0,0.1924,0.2078,2.882,-0.3198,-3.521,2.883,-0.3184,-3.52,-8.203,-6.211,-4.218,-3.662,-1.67,0.3226,-2.891,0.7472,-2.892,0.7581,-2.423,-19.18,-6.755,-2.4,0.6968,-16.88,0.010471,-0.248,-27.55,2.694,-0.4139,0.039561,-0.015841,0.01927,-0.019806,0.029467
158.25,0.1788,0.1884,1.584,-0.1849,-1.954,1.587,-0.1822,-1.951,-6.442,-6.104,-5.766,0.6642,1.002,1.34,-2.327,1.116,-2.329,1.123,-3.472,-15.87,-8.257,-4.561,0.078926,-13.2,0.001186,-0.1938,-25.71,1.597,-0.3862,0.023448,-0.015104,0.019029,-0.019852,0.028603
158.5,0.1619,0.1644,0.137,-0.6338,-1.405,0.1394,-0.6314,-1.402,-3.73,-4.557,-5.384,2.63,1.803,0.9768,-1.593,1.326,-1.596,1.328,-2.378,-11.76,-4.517,-2.718,1.543,-6.008,0.023192,-0.088247,-19.44,1.027,-0.2921,0.015081,-0.013868,0.01845,-0.020188,0.027312
158.75,0.1399,0.1431,-1.051,-1.485,-1.918,-1.05,-1.484,-1.917,-1.018,-2.011,-3.004,2.058,1.065,0.07178,-0.5618,1.552,-0.5635,1.548,3.191,-9.641,9.106,-0.9466,7.185,8.119,0.108,0.1193,-12.19,-1.147,-0.1832,-0.016839,-0.010023,0.01481,-0.018141,0.022548
159.0,0.1121,0.129,-1.596,-2.094,-2.592,-1.596,-2.094,-2.592,1.737,0.5867,-0.5633,2.098,0.9484,-0.2016,0.455,1.592,0.4557,1.582,5.747,-6.693,13.79,-2.705,9.133,15.21,0.1372,0.2234,-4.531,-5.354,-0.068069,-0.078636,-0.0038059,0.0083427,-0.015051,0.0181
159.25,0.080095,0.1246,-1.668,-2.218,-2.768,-1.668,-2.218,-2.768,4.041,2.359,0.6782,3.435,1.754,0.072679,0.9853,1.227,0.9833,1.217,8.737,-2.722,7.642,-10.75,10.46,13.91,0.1572,0.2043,1.566,-13.36,0.023531,-0.1962,-0.0023564,0.0079612,-0.01416,0.016596
159.5,0.046028,0.1297,-2.115,-2.314,-2.513,-2.116,-2.315,-2.514,5.65,3.117,0.5844,3.668,1.136,-1.397,1.06,0.2732,1.057,0.2724,5.794,0.3344,3.32,-17.87,7.932,10.86,0.1192,0.1595,4.848,-21.41,0.072837,-0.3144,-0.0063394,0.01315,-0.019673,0.020536
159.75,0.010924,0.1373,-3.152,-2.519,-1.885,-3.153,-2.52,-1.887,5.86,2.563,-0.7335,1.62,-1.676,-4.973,1.257,-0.8627,1.263,-0.8556,1.959,2.449,12.72,-18.98,5.783,15.99,0.086904,0.2349,6.129,-25.99,0.092089,-0.3817,-0.0064407,0.016822,-0.027206,0.026395
160.0,-0.025642,0.1363,-4.044,-2.365,-0.6855,-4.045,-2.366,-0.6868,4.753,0.7043,-3.344,-0.129,-4.177,-8.226,1.568,-1.965,1.576,-1.957,0.1387,1.599,12.4,-18.05,2.433,14.07,0.036553,0.2066,4.173,-29.15,0.06269,-0.4281,-0.0017093,0.016093,-0.03383,0.03231
160.25,-0.063933,0.119,-4.261,-1.712,0.8367,-4.261,-1.713,0.8359,2.835,-1.602,-6.039,-0.2803,-4.717,-9.154,1.586,-2.598,1.59,-2.597,1.368,-0.050548,7.115,-11.84,-0.1165,10.34,-0.0017501,0.1519,1.892,-25.78,0.028425,-0.3787,-0.00078014,0.016,-0.036073,0.035737
160.5,-0.1032,0.08628,-3.577,-0.8062,1.965,-3.578,-0.8063,1.965,0.8449,-3.021,-6.888,0.7881,-3.078,-6.945,1.259,-2.726,1.259,-2.73,0.6341,-2.829,0.2184,-8.044,-3.513,5.376,-0.052794,0.078964,-1.231,-20.39,-0.018489,-0.2994,-0.0040135,0.017205,-0.033516,0.035635
160.75,-0.1421,0.046546,-2.201,-0.06469,2.072,-2.201,-0.064199,2.072,-0.579,-2.956,-5.332,1.723,-0.6536,-3.03,0.7422,-2.57,0.7412,-2.575,2.197,-4.905,1.076,-7.611,-1.68,5.169,-0.025241,0.075928,-3.666,-14.42,-0.055078,-0.2118,-0.0077004,0.021781,-0.029753,0.033834
161.0,-0.1792,0.011137,-0.7726,0.2613,1.295,-0.7721,0.2618,1.296,-0.4656,-1.617,-2.769,2.259,1.107,-0.044625,0.2448,-2.259,0.2457,-2.266,-0.975,-6.069,2.835,-6.557,-1.006,3.517,-0.015118,0.051664,-5.172,-7.746,-0.077707,-0.1138,-0.0082416,0.025582,-0.025993,0.031744
161.25,-0.2131,-0.011796,0.1658,0.2901,0.4145,0.166,0.2903,0.4147,0.4723,-0.2861,-1.045,2.264,1.506,0.7472,-0.2663,-1.721,-0.2677,-1.725,-1.931,-1.879,-0.8319,4.182,1.4,-2.655,0.021037,-0.038992,-1.618,5.18,-0.024309,0.076067,-0.0085636,0.025968,-0.022829,0.029697
161.5,-0.242,-0.020743,0.4467,0.2589,0.071064,0.4466,0.2588,0.070957,0.6492,0.544,0.4389,1.401,1.296,1.191,-0.9645,-1.043,-0.9673,-1.042,-0.906,2.836,-2.662,14.8,4.534,-7.191,0.068133,-0.1056,2.622,16.98,0.03939,0.2494,-0.011692,0.028347,-0.017837,0.026221
161.75,-0.2642,-0.018149,0.1768,0.3058,0.4349,0.1765,0.3056,0.4346,-0.4831,1.014,2.511,-0.080724,1.416,2.913,-1.889,-0.5967,-1.895,-0.5958,1.179,5.537,-10.93,13.16,6.306,-16.83,0.094763,-0.2472,4.861,18.89,0.073037,0.2774,-0.017334,0.032229,-0.014244,0.024713
162.0,-0.2789,-0.0069775,-0.6021,0.08373,0.7696,-0.6031,0.082732,0.7686,-1.971,1.559,5.089,-2.901,0.629,4.159,-2.838,-0.5343,-2.844,-0.5356,3.223,5.365,-11.37,7.17,8.074,-20.61,0.1213,-0.3028,5.687,15.37,0.085447,0.2258,-0.024973,0.038599,-0.016892,0.028331
