Distance,Curvature,Vertical offset,Cross level offset
666.75,-0.10594484126984126,48.15674603174603,-96.31349206349206
667.0,-0.10600158730158729,48.18253968253968,-96.36507936507935
667.25,-0.10605833333333332,48.20833333333333,-96.41666666666666
667.5,-0.10611507936507936,48.23412698412698,-96.46825396825396
667.75,-0.10617182539682539,48.25992063492063,-96.51984126984127
668.0,-0.10622857142857142,48.285714285714285,-96.57142857142857
668.25,-0.10628531746031745,48.31150793650794,-96.62301587301587
668.5,-0.10634206349206349,48.33730158730158,-96.67460317460316
668.75,-0.10639880952380952,48.363095238095234,-96.72619047619047
669.0,-0.10645555555555555,48.388888888888886,-96.77777777777777
669.25,-0.10651230158730159,48.41468253968254,-96.82936507936508
669.5,-0.10656904761904762,48.44047619047619,-96.88095238095238
669.75,-0.10662579365079364,48.46626984126984,-96.93253968253968
670.0,-0.10668253968253967,48.49206349206349,-96.98412698412697
670.25,-0.1067392857142857,48.51785714285714,-97.03571428571428
670.5,-0.10679603174603174,48.54365079365079,-97.08730158730158
670.75,-0.10685277777777777,48.56944444444444,-97.13888888888889
671.0,-0.1069095238095238,48.595238095238095,-97.19047619047619
671.25,-0.10696626984126983,48.62103174603174,-97.24206349206348
671.5,-0.10702301587301587,48.64682539682539,-97.29365079365078
671.75,-0.1070797619047619,48.672619047619044,-97.34523809523809
672.0,-0.10713650793650793,48.698412698412696,-97.39682539682539
672.25,-0.10719325396825397,48.72420634920635,-97.4484126984127
672.5,-0.10725,48.75,-97.5
672.75,-0.10730674603174603,48.775793650793645,-97.55158730158729
673.0,-0.10736349206349206,48.8015873015873,-97.6031746031746
673.25,-0.10742023809523808,48.82738095238095,-97.6547619047619
673.5,-0.10747698412698412,48.8531746031746,-97.7063492063492
673.75,-0.10753373015873015,48.87896825396825,-97.7579365079365
674.0,-0.10759047619047618,48.904761904761905,-97.80952380952381
674.25,-0.10764722222222221,48.93055555555555,-97.8611111111111
674.5,-0.10770396825396825,48.9563492063492,-97.9126984126984
674.75,-0.10776071428571428,48.982142857142854,-97.96428571428571
675.0,-0.10781746031746031,49.007936507936506,-98.01587301587301
675.25,-0.10787420634920634,49.03373015873016,-98.06746031746032
675.5,-0.10793095238095238,49.05952380952381,-98.11904761904762
675.75,-0.10798769841269841,49.085317460317455,-98.17063492063491
676.0,-0.10804444444444444,49.11111111111111,-98.22222222222221
676.25,-0.10810119047619048,49.13690476190476,-98.27380952380952
676.5,-0.1081579365079365,49.16269841269841,-98.32539682539682
676.75,-0.10821468253968253,49.18849206349206,-98.37698412698413
677.0,-0.10827142857142856,49.21428571428571,-98.42857142857142
677.25,-0.10832817460317459,49.24007936507936,-98.48015873015872
677.5,-0.10838492063492063,49.26587301587301,-98.53174603174602
677.75,-0.10844166666666666,49.291666666666664,-98.58333333333333
678.0,-0.10849841269841269,49.317460317460316,-98.63492063492063
678.25,-0.10855515873015872,49.34325396825397,-98.68650793650794
678.5,-0.10861190476190476,49.36904761904761,-98.73809523809523
678.75,-0.10866865079365079,49.394841269841265,-98.78968253968253
679.0,-0.10872539682539682,49.42063492063492,-98.84126984126983
679.25,-0.10878214285714286,49.44642857142857,-98.89285714285714
679.5,-0.10883888888888889,49.47222222222222,-98.94444444444444
679.75,-0.10889563492063492,49.49801587301587,-98.99603174603175
680.0,-0.10895238095238094,49.52380952380952,-99.04761904761904
680.25,-0.10900912698412697,49.54960317460317,-99.09920634920634
680.5,-0.109065873015873,49.57539682539682,-99.15079365079364
680.75,-0.10912261904761904,49.601190476190474,-99.20238095238095
681.0,-0.10917936507936507,49.62698412698413,-99.25396825396825
681.25,-0.1092361111111111,49.65277777777778,-99.30555555555556
681.5,-0.10929285714285714,49.67857142857142,-99.35714285714285
681.75,-0.10934960317460317,49.704365079365076,-99.40873015873015
682.0,-0.1094063492063492,49.73015873015873,-99.46031746031746
682.25,-0.10946309523809523,49.75595238095238,-99.51190476190476
682.5,-0.10951984126984127,49.78174603174603,-99.56349206349206
682.75,-0.1095765873015873,49.80753968253968,-99.61507936507935
683.0,-0.10963333333333333,49.83333333333333,-99.66666666666666
683.25,-0.10969007936507935,49.85912698412698,-99.71825396825396
683.5,-0.10974682539682538,49.88492063492063,-99.76984126984127
683.75,-0.10980357142857142,49.910714285714285,-99.82142857142857
684.0,-0.10986031746031745,49.93650793650794,-99.87301587301587
684.25,-0.10991706349206348,49.96230158730158,-99.92460317460316
684.5,-0.10997380952380952,49.988095238095234,-99.97619047619047
684.75,-0.11003055555555555,50.013888888888886,-100.02777777777777
685.0,-0.11008730158730158,50.03968253968254,-100.07936507936508
685.25,-0.11014404761904761,50.06547619047619,-100.13095238095238
685.5,-0.11020079365079365,50.09126984126984,-100.18253968253968
685.75,-0.11025753968253968,50.11706349206349,-100.23412698412697
686.0,-0.11031428571428571,50.14285714285714,-100.28571428571428
686.25,-0.11037103174603174,50.16865079365079,-100.33730158730158
686.5,-0.11042777777777778,50.19444444444444,-100.38888888888889
686.75,-0.1104845238095238,50.220238095238095,-100.44047619047619
687.0,-0.11054126984126983,50.24603174603174,-100.49206349206348
687.25,-0.11059801587301586,50.27182539682539,-100.54365079365078
687.5,-0.1106547619047619,50.297619047619044,-100.59523809523809
687.75,-0.11071150793650793,50.323412698412696,-100.64682539682539
688.0,-0.11076825396825396,50.34920634920635,-100.6984126984127
688.25,-0.11082499999999999,50.375,-100.75
688.5,-0.11088174603174603,50.400793650793645,-100.80158730158729
688.75,-0.11093849206349206,50.4265873015873,-100.8531746031746
689.0,-0.11099523809523809,50.45238095238095,-100.9047619047619
689.25,-0.11105198412698412,50.4781746031746,-100.9563492063492
689.5,-0.11110873015873016,50.50396825396825,-101.0079365079365
689.75,-0.11116547619047619,50.529761904761905,-101.05952380952381
690.0,-0.11122222222222221,50.55555555555555,-101.1111111111111
690.25,-0.11127896825396824,50.5813492063492,-101.1626984126984
690.5,-0.11133571428571427,50.607142857142854,-101.21428571428571
690.75,-0.1113924603174603,50.632936507936506,-101.26587301587301
691.0,-0.11144920634920634,50.65873015873016,-101.31746031746032
691.25,-0.11150595238095237,50.68452380952381,-101.36904761904762
691.5,-0.1115626984126984,50.710317460317455,-101.42063492063491
691.75,-0.11161944444444444,50.73611111111111,-101.47222222222221
692.0,-0.11167619047619047,50.76190476190476,-101.52380952380952
692.25,-0.1117329365079365,50.78769841269841,-101.57539682539682
692.5,-0.11178968253968254,50.81349206349206,-101.62698412698413
692.75,-0.11184642857142857,50.83928571428571,-101.67857142857142
693.0,-0.1119031746031746,50.86507936507936,-101.73015873015872
693.25,-0.11195992063492063,50.89087301587301,-101.78174603174602
693.5,-0.11201666666666665,50.916666666666664,-101.83333333333333
693.75,-0.11207341269841269,50.942460317460316,-101.88492063492063
694.0,-0.11213015873015872,50.96825396825397,-101.93650793650794
694.25,-0.11218690476190475,50.99404761904761,-101.98809523809523
694.5,-0.11224365079365078,51.019841269841265,-102.03968253968253
694.75,-0.11230039682539682,51.04563492063492,-102.09126984126983
695.0,-0.11235714285714285,51.07142857142857,-102.14285714285714
695.25,-0.11241388888888888,51.09722222222222,-102.19444444444444
695.5,-0.11247063492063492,51.12301587301587,-102.24603174603175
695.75,-0.11252738095238095,51.14880952380952,-102.29761904761904
696.0,-0.11258412698412698,51.17460317460317,-102.34920634920634
696.25,-0.11264087301587301,51.20039682539682,-102.40079365079364
696.5,-0.11269761904761905,51.226190476190474,-102.45238095238095
696.75,-0.11275436507936507,51.25198412698413,-102.50396825396825
697.0,-0.1128111111111111,51.27777777777777,-102.55555555555554
697.25,-0.11286785714285713,51.30357142857142,-102.60714285714285
697.5,-0.11292460317460316,51.329365079365076,-102.65873015873015
697.75,-0.1129813492063492,51.35515873015873,-102.71031746031746
698.0,-0.11303809523809523,51.38095238095238,-102.76190476190476
698.25,-0.11309484126984126,51.40674603174603,-102.81349206349206
698.5,-0.1131515873015873,51.43253968253968,-102.86507936507935
698.75,-0.11320833333333333,51.45833333333333,-102.91666666666666
699.0,-0.11326507936507936,51.48412698412698,-102.96825396825396
699.25,-0.11332182539682539,51.50992063492063,-103.01984126984127
699.5,-0.11337857142857143,51.535714285714285,-103.07142857142857
699.75,-0.11343531746031746,51.56150793650794,-103.12301587301587
700.0,-0.11349206349206349,51.58730158730158,-103.17460317460316
700.25,-0.11354880952380951,51.613095238095234,-103.22619047619047
700.5,-0.11360555555555554,51.638888888888886,-103.27777777777777
700.75,-0.11366230158730158,51.66468253968254,-103.32936507936508
701.0,-0.11371904761904761,51.69047619047619,-103.38095238095238
701.25,-0.11377579365079364,51.71626984126984,-103.43253968253968
701.5,-0.11383253968253967,51.74206349206349,-103.48412698412697
701.75,-0.1138892857142857,51.76785714285714,-103.53571428571428
702.0,-0.11394603174603174,51.79365079365079,-103.58730158730158
702.25,-0.11400277777777777,51.81944444444444,-103.63888888888889
702.5,-0.1140595238095238,51.845238095238095,-103.69047619047619
702.75,-0.11411626984126984,51.87103174603174,-103.74206349206348
703.0,-0.11417301587301587,51.89682539682539,-103.79365079365078
703.25,-0.1142297619047619,51.922619047619044,-103.84523809523809
703.5,-0.11428650793650794,51.948412698412696,-103.89682539682539
703.75,-0.11434325396825396,51.97420634920635,-103.9484126984127
704.0,-0.11439999999999999,52.0,-104.0
704.25,-0.11445674603174602,52.025793650793645,-104.05158730158729
704.5,-0.11451349206349205,52.0515873015873,-104.1031746031746
704.75,-0.11457023809523809,52.07738095238095,-104.1547619047619
705.0,-0.11462698412698412,52.1031746031746,-104.2063492063492
705.25,-0.11468373015873015,52.12896825396825,-104.2579365079365
705.5,-0.11474047619047618,52.154761904761905,-104.30952380952381
705.75,-0.11479722222222222,52.18055555555555,-104.3611111111111
706.0,-0.11485396825396825,52.2063492063492,-104.4126984126984
706.25,-0.11491071428571428,52.232142857142854,-104.46428571428571
706.5,-0.11496746031746032,52.257936507936506,-104.51587301587301
706.75,-0.11502420634920635,52.28373015873016,-104.56746031746032
707.0,-0.11508095238095237,52.3095238095238,-104.6190476190476
707.25,-0.1151376984126984,52.335317460317455,-104.67063492063491
707.5,-0.11519444444444443,52.36111111111111,-104.72222222222221
707.75,-0.11525119047619047,52.38690476190476,-104.77380952380952
708.0,-0.1153079365079365,52.41269841269841,-104.82539682539682
708.25,-0.11536468253968253,52.43849206349206,-104.87698412698413
708.5,-0.11542142857142856,52.46428571428571,-104.92857142857142
708.75,-0.1154781746031746,52.49007936507936,-104.98015873015872
709.0,-0.11553492063492063,52.51587301587301,-105.03174603174602
709.25,-0.11559166666666666,52.541666666666664,-105.08333333333333
709.5,-0.1156484126984127,52.567460317460316,-105.13492063492063
709.75,-0.11570515873015873,52.59325396825397,-105.18650793650794
710.0,-0.11576190476190476,52.61904761904761,-105.23809523809523
710.25,-0.1158186507936508,52.644841269841265,-105.28968253968253
710.5,-0.11587539682539681,52.67063492063492,-105.34126984126983
710.75,-0.11593214285714284,52.69642857142857,-105.39285714285714
711.0,-0.11598888888888888,52.72222222222222,-105.44444444444444
711.25,-0.11604563492063491,52.74801587301587,-105.49603174603175
711.5,-0.11610238095238094,52.77380952380952,-105.54761904761904
711.75,-0.11615912698412698,52.79960317460317,-105.59920634920634
712.0,-0.11621587301587301,52.82539682539682,-105.65079365079364
712.25,-0.11627261904761904,52.851190476190474,-105.70238095238095
712.5,-0.11632936507936507,52.87698412698413,-105.75396825396825
712.75,-0.1163861111111111,52.90277777777777,-105.80555555555554
713.0,-0.11644285714285714,52.92857142857142,-105.85714285714285
713.25,-0.11649960317460317,52.954365079365076,-105.90873015873015
713.5,-0.1165563492063492,52.98015873015873,-105.96031746031746
713.75,-0.11661309523809522,53.00595238095238,-106.01190476190476
714.0,-0.11666984126984126,53.03174603174603,-106.06349206349206
714.25,-0.11672658730158729,53.05753968253968,-106.11507936507935
714.5,-0.11678333333333332,53.08333333333333,-106.16666666666666
714.75,-0.11684007936507936,53.10912698412698,-106.21825396825396
715.0,-0.11689682539682539,53.13492063492063,-106.26984126984127
715.25,-0.11695357142857142,53.160714285714285,-106.32142857142857
715.5,-0.11701031746031745,53.18650793650794,-106.37301587301587
715.75,-0.11706706349206349,53.21230158730158,-106.42460317460316
716.0,-0.11712380952380952,53.238095238095234,-106.47619047619047
716.25,-0.11718055555555555,53.263888888888886,-106.52777777777777
716.5,-0.11723730158730158,53.28968253968254,-106.57936507936508
716.75,-0.11729404761904762,53.31547619047619,-106.63095238095238
717.0,-0.11735079365079365,53.34126984126984,-106.68253968253968
717.25,-0.11740753968253967,53.36706349206349,-106.73412698412697
717.5,-0.1174642857142857,53.39285714285714,-106.78571428571428
717.75,-0.11752103174603173,53.41865079365079,-106.83730158730158
718.0,-0.11757777777777777,53.44444444444444,-106.88888888888889
718.25,-0.1176345238095238,53.470238095238095,-106.94047619047619
718.5,-0.11769126984126983,53.49603174603174,-106.99206349206348
718.75,-0.11774801587301587,53.52182539682539,-107.04365079365078
719.0,-0.1178047619047619,53.547619047619044,-107.09523809523809
719.25,-0.11786150793650793,53.573412698412696,-107.14682539682539
719.5,-0.11791825396825396,53.59920634920635,-107.1984126984127
719.75,-0.117975,53.625,-107.25
720.0,-0.11803174603174603,53.650793650793645,-107.30158730158729
720.25,-0.11808849206349206,53.6765873015873,-107.3531746031746
720.5,-0.11814523809523808,53.70238095238095,-107.4047619047619
720.75,-0.11820198412698411,53.7281746031746,-107.4563492063492
721.0,-0.11825873015873015,53.75396825396825,-107.5079365079365
721.25,-0.11831547619047618,53.779761904761905,-107.55952380952381
721.5,-0.11837222222222221,53.80555555555555,-107.6111111111111
721.75,-0.11842896825396824,53.8313492063492,-107.6626984126984
722.0,-0.11848571428571428,53.857142857142854,-107.71428571428571
722.25,-0.11854246031746031,53.882936507936506,-107.76587301587301
722.5,-0.11859920634920634,53.90873015873016,-107.81746031746032
722.75,-0.11865595238095238,53.9345238095238,-107.8690476190476
723.0,-0.11871269841269841,53.960317460317455,-107.92063492063491
723.25,-0.11876944444444444,53.98611111111111,-107.97222222222221
723.5,-0.11882619047619047,54.01190476190476,-108.02380952380952
723.75,-0.1188829365079365,54.03769841269841,-108.07539682539682
724.0,-0.11893968253968253,54.06349206349206,-108.12698412698413
724.25,-0.11899642857142856,54.08928571428571,-108.17857142857142
724.5,-0.11905317460317459,54.11507936507936,-108.23015873015872
724.75,-0.11910992063492062,54.14087301587301,-108.28174603174602
725.0,-0.11916666666666666,54.166666666666664,-108.33333333333333
725.25,-0.11922341269841269,54.192460317460316,-108.38492063492063
725.5,-0.11928015873015872,54.21825396825397,-108.43650793650794
725.75,-0.11933690476190476,54.24404761904761,-108.48809523809523
726.0,-0.11939365079365079,54.269841269841265,-108.53968253968253
726.25,-0.11945039682539682,54.29563492063492,-108.59126984126983
726.5,-0.11950714285714285,54.32142857142857,-108.64285714285714
726.75,-0.11956388888888889,54.34722222222222,-108.69444444444444
727.0,-0.11962063492063492,54.37301587301587,-108.74603174603175
727.25,-0.11967738095238095,54.39880952380952,-108.79761904761904
727.5,-0.11973412698412697,54.42460317460317,-108.84920634920634
727.75,-0.119790873015873,54.45039682539682,-108.90079365079364
728.0,-0.11984761904761904,54.476190476190474,-108.95238095238095
728.25,-0.11990436507936507,54.50198412698413,-109.00396825396825
728.5,-0.1199611111111111,54.52777777777777,-109.05555555555554
728.75,-0.12001785714285713,54.55357142857142,-109.10714285714285
729.0,-0.12007460317460317,54.579365079365076,-109.15873015873015
729.25,-0.1201313492063492,54.60515873015873,-109.21031746031746
729.5,-0.12018809523809523,54.63095238095238,-109.26190476190476
729.75,-0.12024484126984127,54.65674603174603,-109.31349206349206
730.0,-0.1203015873015873,54.68253968253968,-109.36507936507935
730.25,-0.12035833333333333,54.70833333333333,-109.41666666666666
730.5,-0.12041507936507936,54.73412698412698,-109.46825396825396
730.75,-0.12047182539682538,54.75992063492063,-109.51984126984127
731.0,-0.12052857142857142,54.785714285714285,-109.57142857142857
731.25,-0.12058531746031745,54.81150793650794,-109.62301587301587
731.5,-0.12064206349206348,54.83730158730158,-109.67460317460316
731.75,-0.12069880952380951,54.863095238095234,-109.72619047619047
732.0,-0.12075555555555555,54.888888888888886,-109.77777777777777
732.25,-0.12081230158730158,54.91468253968254,-109.82936507936508
732.5,-0.12086904761904761,54.94047619047619,-109.88095238095238
732.75,-0.12092579365079364,54.966269841269835,-109.93253968253967
733.0,-0.12098253968253968,54.99206349206349,-109.98412698412697
733.25,-0.12103928571428571,55.01785714285714,-110.03571428571428
733.5,-0.12109603174603174,55.04365079365079,-110.08730158730158
733.75,-0.12115277777777778,55.06944444444444,-110.13888888888889
734.0,-0.12120952380952381,55.095238095238095,-110.19047619047619
734.25,-0.12126626984126983,55.12103174603174,-110.24206349206348
734.5,-0.12132301587301586,55.14682539682539,-110.29365079365078
734.75,-0.1213797619047619,55.172619047619044,-110.34523809523809
735.0,-0.12143650793650793,55.198412698412696,-110.39682539682539
735.25,-0.12149325396825396,55.22420634920635,-110.4484126984127
735.5,-0.12154999999999999,55.25,-110.5
735.75,-0.12160674603174602,55.275793650793645,-110.55158730158729
736.0,-0.12166349206349206,55.3015873015873,-110.6031746031746
736.25,-0.12172023809523809,55.32738095238095,-110.6547619047619
736.5,-0.12177698412698412,55.3531746031746,-110.7063492063492
736.75,-0.12183373015873016,55.37896825396825,-110.7579365079365
737.0,-0.12189047619047619,55.404761904761905,-110.80952380952381
737.25,-0.12194722222222222,55.43055555555555,-110.8611111111111
737.5,-0.12200396825396824,55.4563492063492,-110.9126984126984
737.75,-0.12206071428571427,55.482142857142854,-110.96428571428571
738.0,-0.1221174603174603,55.507936507936506,-111.01587301587301
738.25,-0.12217420634920634,55.53373015873016,-111.06746031746032
738.5,-0.12223095238095237,55.5595238095238,-111.1190476190476
738.75,-0.1222876984126984,55.585317460317455,-111.17063492063491
739.0,-0.12234444444444444,55.61111111111111,-111.22222222222221
739.25,-0.12240119047619047,55.63690476190476,-111.27380952380952
739.5,-0.1224579365079365,55.66269841269841,-111.32539682539682
739.75,-0.12251468253968253,55.68849206349206,-111.37698412698413
740.0,-0.12257142857142857,55.71428571428571,-111.42857142857142
740.25,-0.1226281746031746,55.74007936507936,-111.48015873015872
740.5,-0.12268492063492063,55.76587301587301,-111.53174603174602
740.75,-0.12274166666666667,55.791666666666664,-111.58333333333333
741.0,-0.12279841269841268,55.817460317460316,-111.63492063492063
741.25,-0.12285515873015872,55.84325396825397,-111.68650793650794
741.5,-0.12291190476190475,55.86904761904761,-111.73809523809523
741.75,-0.12296865079365078,55.894841269841265,-111.78968253968253
742.0,-0.12302539682539682,55.92063492063492,-111.84126984126983
742.25,-0.12308214285714285,55.94642857142857,-111.89285714285714
742.5,-0.12313888888888888,55.97222222222222,-111.94444444444444
742.75,-0.12319563492063491,55.998015873015866,-111.99603174603173
743.0,-0.12325238095238095,56.02380952380952,-112.04761904761904
743.25,-0.12330912698412698,56.04960317460317,-112.09920634920634
743.5,-0.12336587301587301,56.07539682539682,-112.15079365079364
743.75,-0.12342261904761904,56.101190476190474,-112.20238095238095
744.0,-0.12347936507936508,56.12698412698413,-112.25396825396825
744.25,-0.1235361111111111,56.15277777777777,-112.30555555555554
744.5,-0.12359285714285713,56.17857142857142,-112.35714285714285
744.75,-0.12364960317460316,56.204365079365076,-112.40873015873015
745.0,-0.1237063492063492,56.23015873015873,-112.46031746031746
745.25,-0.12376309523809523,56.25595238095238,-112.51190476190476
745.5,-0.12381984126984126,56.28174603174603,-112.56349206349206
745.75,-0.1238765873015873,56.30753968253968,-112.61507936507935
746.0,-0.12393333333333333,56.33333333333333,-112.66666666666666
746.25,-0.12399007936507936,56.35912698412698,-112.71825396825396
746.5,-0.12404682539682539,56.38492063492063,-112.76984126984127
746.75,-0.12410357142857142,56.410714285714285,-112.82142857142857
747.0,-0.12416031746031746,56.43650793650794,-112.87301587301587
747.25,-0.12421706349206349,56.46230158730158,-112.92460317460316
747.5,-0.12427380952380952,56.488095238095234,-112.97619047619047
747.75,-0.12433055555555554,56.513888888888886,-113.02777777777777
748.0,-0.12438730158730157,56.53968253968254,-113.07936507936508
748.25,-0.1244440476190476,56.56547619047619,-113.13095238095238
748.5,-0.12450079365079364,56.591269841269835,-113.18253968253967
748.75,-0.12455753968253967,56.61706349206349,-113.23412698412697
749.0,-0.1246142857142857,56.64285714285714,-113.28571428571428
749.25,-0.12467103174603174,56.66865079365079,-113.33730158730158
749.5,-0.12472777777777777,56.69444444444444,-113.38888888888889
749.75,-0.1247845238095238,56.720238095238095,-113.44047619047619
750.0,-0.12484126984126984,56.74603174603174,-113.49206349206348
750.25,-0.12489801587301587,56.77182539682539,-113.54365079365078
750.5,-0.1249547619047619,56.797619047619044,-113.59523809523809
750.75,-0.12501150793650792,56.823412698412696,-113.64682539682539
751.0,-0.12506825396825397,56.84920634920635,-113.6984126984127
751.25,-0.125125,56.875,-113.75
751.5,-0.12518174603174603,56.900793650793645,-113.80158730158729
751.75,-0.12523849206349205,56.9265873015873,-113.8531746031746
752.0,-0.1252952380952381,56.95238095238095,-113.9047619047619
752.25,-0.12535198412698412,56.9781746031746,-113.9563492063492
752.5,-0.12540873015873016,57.00396825396825,-114.0079365079365
752.75,-0.12546547619047618,57.029761904761905,-114.05952380952381
753.0,-0.1255222222222222,57.05555555555555,-114.1111111111111
753.25,-0.12557896825396825,57.0813492063492,-114.1626984126984
753.5,-0.12563571428571427,57.107142857142854,-114.21428571428571
753.75,-0.12569246031746031,57.132936507936506,-114.26587301587301
754.0,-0.12574920634920633,57.15873015873016,-114.31746031746032
754.25,-0.12580595238095238,57.1845238095238,-114.3690476190476
754.5,-0.1258626984126984,57.210317460317455,-114.42063492063491
754.75,-0.12591944444444444,57.23611111111111,-114.47222222222221
755.0,-0.12597619047619046,57.26190476190476,-114.52380952380952
755.25,-0.1260329365079365,57.28769841269841,-114.57539682539682
755.5,-0.12608968253968253,57.31349206349206,-114.62698412698413
755.75,-0.12614642857142858,57.33928571428571,-114.67857142857142
756.0,-0.1262031746031746,57.36507936507936,-114.73015873015872
756.25,-0.1262599206349206,57.39087301587301,-114.78174603174602
756.5,-0.12631666666666666,57.416666666666664,-114.83333333333333
756.75,-0.12637341269841268,57.442460317460316,-114.88492063492063
757.0,-0.12643015873015873,57.46825396825397,-114.93650793650794
757.25,-0.12648690476190474,57.49404761904761,-114.98809523809523
757.5,-0.1265436507936508,57.519841269841265,-115.03968253968253
757.75,-0.1266003968253968,57.54563492063492,-115.09126984126983
758.0,-0.12665714285714286,57.57142857142857,-115.14285714285714
758.25,-0.12671388888888888,57.59722222222222,-115.19444444444444
758.5,-0.12677063492063492,57.623015873015866,-115.24603174603173
758.75,-0.12682738095238094,57.64880952380952,-115.29761904761904
759.0,-0.126884126984127,57.67460317460317,-115.34920634920634
759.25,-0.126940873015873,57.70039682539682,-115.40079365079364
759.5,-0.12699761904761903,57.726190476190474,-115.45238095238095
759.75,-0.12705436507936507,57.75198412698413,-115.50396825396825
760.0,-0.1271111111111111,57.77777777777777,-115.55555555555554
760.25,-0.12716785714285714,57.80357142857142,-115.60714285714285
760.5,-0.12722460317460316,57.829365079365076,-115.65873015873015
760.75,-0.1272813492063492,57.85515873015873,-115.71031746031746
761.0,-0.12733809523809522,57.88095238095238,-115.76190476190476
761.25,-0.12739484126984127,57.90674603174603,-115.81349206349206
761.5,-0.1274515873015873,57.93253968253968,-115.86507936507935
761.75,-0.12750833333333333,57.95833333333333,-115.91666666666666
762.0,-0.12756507936507935,57.98412698412698,-115.96825396825396
762.25,-0.1276218253968254,58.00992063492063,-116.01984126984127
762.5,-0.12767857142857142,58.035714285714285,-116.07142857142857
762.75,-0.12773531746031747,58.06150793650794,-116.12301587301587
763.0,-0.12779206349206348,58.08730158730158,-116.17460317460316
763.25,-0.1278488095238095,58.113095238095234,-116.22619047619047
763.5,-0.12790555555555555,58.138888888888886,-116.27777777777777
763.75,-0.12796230158730157,58.16468253968254,-116.32936507936508
764.0,-0.12801904761904762,58.19047619047619,-116.38095238095238
764.25,-0.12807579365079363,58.216269841269835,-116.43253968253967
764.5,-0.12813253968253968,58.24206349206349,-116.48412698412697
764.75,-0.1281892857142857,58.26785714285714,-116.53571428571428
765.0,-0.12824603174603175,58.29365079365079,-116.58730158730158
765.25,-0.12830277777777777,58.31944444444444,-116.63888888888889
765.5,-0.1283595238095238,58.345238095238095,-116.69047619047619
765.75,-0.12841626984126983,58.37103174603174,-116.74206349206348
766.0,-0.12847301587301588,58.39682539682539,-116.79365079365078
766.25,-0.1285297619047619,58.422619047619044,-116.84523809523809
766.5,-0.12858650793650792,58.448412698412696,-116.89682539682539
766.75,-0.12864325396825396,58.47420634920635,-116.9484126984127
767.0,-0.12869999999999998,58.5,-117.0
767.25,-0.12875674603174603,58.525793650793645,-117.05158730158729
767.5,-0.12881349206349205,58.5515873015873,-117.1031746031746
767.75,-0.1288702380952381,58.57738095238095,-117.1547619047619
768.0,-0.1289269841269841,58.6031746031746,-117.2063492063492
768.25,-0.12898373015873016,58.62896825396825,-117.2579365079365
768.5,-0.12904047619047618,58.6547619047619,-117.3095238095238
768.75,-0.12909722222222222,58.68055555555555,-117.3611111111111
769.0,-0.12915396825396824,58.7063492063492,-117.4126984126984
769.25,-0.1292107142857143,58.732142857142854,-117.46428571428571
769.5,-0.1292674603174603,58.757936507936506,-117.51587301587301
769.75,-0.12932420634920633,58.78373015873016,-117.56746031746032
770.0,-0.12938095238095237,58.8095238095238,-117.6190476190476
770.25,-0.1294376984126984,58.835317460317455,-117.67063492063491
770.5,-0.12949444444444444,58.86111111111111,-117.72222222222221
770.75,-0.12955119047619046,58.88690476190476,-117.77380952380952
771.0,-0.1296079365079365,58.91269841269841,-117.82539682539682
771.25,-0.12966468253968252,58.93849206349206,-117.87698412698413
771.5,-0.12972142857142857,58.96428571428571,-117.92857142857142
771.75,-0.1297781746031746,58.99007936507936,-117.98015873015872
772.0,-0.12983492063492064,59.01587301587301,-118.03174603174602
772.25,-0.12989166666666666,59.041666666666664,-118.08333333333333
772.5,-0.1299484126984127,59.067460317460316,-118.13492063492063
772.75,-0.13000515873015872,59.09325396825397,-118.18650793650794
773.0,-0.13006190476190477,59.11904761904761,-118.23809523809523
773.25,-0.1301186507936508,59.144841269841265,-118.28968253968253
773.5,-0.1301753968253968,59.17063492063492,-118.34126984126983
773.75,-0.13023214285714285,59.19642857142857,-118.39285714285714
774.0,-0.13028888888888887,59.22222222222222,-118.44444444444444
774.25,-0.13034563492063492,59.248015873015866,-118.49603174603173
774.5,-0.13040238095238094,59.27380952380952,-118.54761904761904
774.75,-0.13045912698412698,59.29960317460317,-118.59920634920634
775.0,-0.130515873015873,59.32539682539682,-118.65079365079364
775.25,-0.13057261904761905,59.351190476190474,-118.70238095238095
775.5,-0.13062936507936507,59.37698412698413,-118.75396825396825
775.75,-0.13068611111111111,59.40277777777777,-118.80555555555554
776.0,-0.13074285714285713,59.42857142857142,-118.85714285714285
776.25,-0.13079960317460318,59.454365079365076,-118.90873015873015
776.5,-0.1308563492063492,59.48015873015873,-118.96031746031746
776.75,-0.13091309523809522,59.50595238095238,-119.01190476190476
777.0,-0.13096984126984126,59.53174603174603,-119.06349206349206
777.25,-0.13102658730158728,59.55753968253968,-119.11507936507935
777.5,-0.13108333333333333,59.58333333333333,-119.16666666666666
777.75,-0.13114007936507935,59.60912698412698,-119.21825396825396
778.0,-0.1311968253968254,59.63492063492063,-119.26984126984127
778.25,-0.13125357142857141,59.660714285714285,-119.32142857142857
778.5,-0.13131031746031746,59.68650793650794,-119.37301587301587
778.75,-0.13136706349206348,59.71230158730158,-119.42460317460316
779.0,-0.13142380952380953,59.738095238095234,-119.47619047619047
779.25,-0.13148055555555554,59.763888888888886,-119.52777777777777
779.5,-0.1315373015873016,59.78968253968254,-119.57936507936508
779.75,-0.1315940476190476,59.81547619047619,-119.63095238095238
